"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Calgary, Alberta","2016S0503825","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134031","19.1.6.2","6.8","E","","","1"
"2021","Calgary, Alberta","2016S0503825","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134031","19.1.6.2","8.0","E","","","1"
"2015","Calgary, Alberta","2016S0503825","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134034","19.2.6.2","15.4","E","","","1"
"2016","Calgary, Alberta","2016S0503825","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134034","19.2.6.2","11.7","E","","","1"
"2017","Calgary, Alberta","2016S0503825","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134034","19.2.6.2","8.0","E","","","1"
"2018","Calgary, Alberta","2016S0503825","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134034","19.2.6.2","11.8","E","","","1"
"2019","Calgary, Alberta","2016S0503825","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134034","19.2.6.2","","F","","","1"
"2020","Calgary, Alberta","2016S0503825","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134034","19.2.6.2","","F","","","1"
"2021","Calgary, Alberta","2016S0503825","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134034","19.2.6.2","8.7","E","","","1"
"2015","Calgary, Alberta","2016S0503825","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134037","19.3.6.2","11.5","E","","","1"
"2016","Calgary, Alberta","2016S0503825","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134037","19.3.6.2","12.0","D","","","1"
"2017","Calgary, Alberta","2016S0503825","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134037","19.3.6.2","9.0","D","","","1"
"2018","Calgary, Alberta","2016S0503825","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134037","19.3.6.2","12.6","D","","","1"
"2019","Calgary, Alberta","2016S0503825","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134037","19.3.6.2","5.9","E","","","1"
"2020","Calgary, Alberta","2016S0503825","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134037","19.3.6.2","7.8","E","","","1"
"2021","Calgary, Alberta","2016S0503825","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134037","19.3.6.2","7.8","E","","","1"
"2015","Calgary, Alberta","2016S0503825","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134040","19.4.6.2","","F","","","1"
"2016","Calgary, Alberta","2016S0503825","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134040","19.4.6.2","","F","","","1"
"2017","Calgary, Alberta","2016S0503825","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134040","19.4.6.2","","F","","","1"
"2018","Calgary, Alberta","2016S0503825","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134040","19.4.6.2","","F","","","1"
"2019","Calgary, Alberta","2016S0503825","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134040","19.4.6.2","","F","","","1"
"2020","Calgary, Alberta","2016S0503825","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134040","19.4.6.2","","F","","","1"
"2021","Calgary, Alberta","2016S0503825","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134040","19.4.6.2","7.7","E","","","1"
"2015","Calgary, Alberta","2016S0503825","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134067","19.13.6.2","9.8","E","","","1"
"2016","Calgary, Alberta","2016S0503825","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134067","19.13.6.2","8.4","E","","","1"
"2017","Calgary, Alberta","2016S0503825","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134067","19.13.6.2","6.7","E","","","1"
"2018","Calgary, Alberta","2016S0503825","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134067","19.13.6.2","8.4","E","","","1"
"2019","Calgary, Alberta","2016S0503825","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134067","19.13.6.2","4.0","E","","","1"
"2020","Calgary, Alberta","2016S0503825","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134067","19.13.6.2","4.1","E","","","1"
"2021","Calgary, Alberta","2016S0503825","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134067","19.13.6.2","5.1","E","","","1"
"2015","Calgary, Alberta","2016S0503825","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134076","19.16.6.2","","F","","","1"
"2016","Calgary, Alberta","2016S0503825","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134076","19.16.6.2","","F","","","1"
"2017","Calgary, Alberta","2016S0503825","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134076","19.16.6.2","","F","","","1"
"2018","Calgary, Alberta","2016S0503825","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134076","19.16.6.2","","F","","","1"
"2019","Calgary, Alberta","2016S0503825","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134076","19.16.6.2","","F","","","1"
"2020","Calgary, Alberta","2016S0503825","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134076","19.16.6.2","","F","","","1"
"2021","Calgary, Alberta","2016S0503825","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134076","19.16.6.2","","F","","","1"
"2015","Calgary, Alberta","2016S0503825","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134085","19.19.6.2","15.4","E","","","1"
"2016","Calgary, Alberta","2016S0503825","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134085","19.19.6.2","11.7","E","","","1"
"2017","Calgary, Alberta","2016S0503825","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134085","19.19.6.2","8.0","E","","","1"
"2018","Calgary, Alberta","2016S0503825","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134085","19.19.6.2","11.8","E","","","1"
"2019","Calgary, Alberta","2016S0503825","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134085","19.19.6.2","","F","","","1"
"2020","Calgary, Alberta","2016S0503825","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134085","19.19.6.2","","F","","","1"
"2021","Calgary, Alberta","2016S0503825","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134085","19.19.6.2","8.4","E","","","1"
"2015","Calgary, Alberta","2016S0503825","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134088","19.20.6.2","","F","","","1"
"2016","Calgary, Alberta","2016S0503825","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134088","19.20.6.2","","F","","","1"
"2017","Calgary, Alberta","2016S0503825","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134088","19.20.6.2","7.9","E","","","1"
"2018","Calgary, Alberta","2016S0503825","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134088","19.20.6.2","10.9","E","","","1"
"2019","Calgary, Alberta","2016S0503825","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134088","19.20.6.2","","F","","","1"
"2020","Calgary, Alberta","2016S0503825","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134088","19.20.6.2","","F","","","1"
"2021","Calgary, Alberta","2016S0503825","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134088","19.20.6.2","","F","","","1"
"2015","Calgary, Alberta","2016S0503825","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134091","19.21.6.2","","F","","","1"
"2016","Calgary, Alberta","2016S0503825","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134091","19.21.6.2","","F","","","1"
"2017","Calgary, Alberta","2016S0503825","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134091","19.21.6.2","","F","","","1"
"2018","Calgary, Alberta","2016S0503825","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134091","19.21.6.2","","F","","","1"
"2019","Calgary, Alberta","2016S0503825","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134091","19.21.6.2","","F","","","1"
"2020","Calgary, Alberta","2016S0503825","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134091","19.21.6.2","","F","","","1"
"2021","Calgary, Alberta","2016S0503825","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134091","19.21.6.2","","F","","","1"
"2015","Calgary, Alberta","2016S0503825","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134106","19.26.6.2","21.5","D","","","1"
"2016","Calgary, Alberta","2016S0503825","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134106","19.26.6.2","24.4","E","","","1"
"2017","Calgary, Alberta","2016S0503825","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134106","19.26.6.2","16.0","D","","","1"
"2018","Calgary, Alberta","2016S0503825","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134106","19.26.6.2","27.5","D","","","1"
"2019","Calgary, Alberta","2016S0503825","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134106","19.26.6.2","13.0","E","","","1"
"2020","Calgary, Alberta","2016S0503825","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134106","19.26.6.2","22.2","D","","","1"
"2021","Calgary, Alberta","2016S0503825","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134106","19.26.6.2","24.9","E","","","1"
"2015","Calgary, Alberta","2016S0503825","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134115","19.29.6.2","","F","","","1"
"2016","Calgary, Alberta","2016S0503825","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134115","19.29.6.2","","F","","","1"
"2017","Calgary, Alberta","2016S0503825","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134115","19.29.6.2","","F","","","1"
"2018","Calgary, Alberta","2016S0503825","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134115","19.29.6.2","","F","","","1"
"2019","Calgary, Alberta","2016S0503825","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134115","19.29.6.2","","F","","","1"
"2020","Calgary, Alberta","2016S0503825","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134115","19.29.6.2","","F","","","1"
"2021","Calgary, Alberta","2016S0503825","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134115","19.29.6.2","15.7","E","","","1"
"2015","Calgary, Alberta","2016S0503825","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134124","19.32.6.2","24.6","D","","","1"
"2016","Calgary, Alberta","2016S0503825","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134124","19.32.6.2","28.6","E","","","1"
"2017","Calgary, Alberta","2016S0503825","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134124","19.32.6.2","18.4","E","","","1"
"2018","Calgary, Alberta","2016S0503825","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134124","19.32.6.2","33.0","D","","","1"
"2019","Calgary, Alberta","2016S0503825","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134124","19.32.6.2","15.2","E","","","1"
"2020","Calgary, Alberta","2016S0503825","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134124","19.32.6.2","26.7","E","","","1"
"2021","Calgary, Alberta","2016S0503825","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134124","19.32.6.2","27.6","E","","","1"
"2015","Edmonton, Alberta","2016S0503835","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134133","20.1.6.2","7.6","E","","","1"
"2016","Edmonton, Alberta","2016S0503835","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134133","20.1.6.2","8.5","D","","","1"
"2017","Edmonton, Alberta","2016S0503835","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134133","20.1.6.2","9.7","D","","","1"
"2018","Edmonton, Alberta","2016S0503835","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134133","20.1.6.2","7.2","D","","","1"
"2019","Edmonton, Alberta","2016S0503835","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134133","20.1.6.2","9.8","E","","","1"
"2020","Edmonton, Alberta","2016S0503835","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134133","20.1.6.2","5.2","D","","","1"
"2021","Edmonton, Alberta","2016S0503835","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134133","20.1.6.2","7.1","D","","","1"
"2015","Edmonton, Alberta","2016S0503835","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134136","20.2.6.2","10.2","E","","","1"
"2016","Edmonton, Alberta","2016S0503835","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134136","20.2.6.2","8.0","E","","","1"
"2017","Edmonton, Alberta","2016S0503835","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134136","20.2.6.2","8.3","E","","","1"
"2018","Edmonton, Alberta","2016S0503835","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134136","20.2.6.2","6.5","E","","","1"
"2019","Edmonton, Alberta","2016S0503835","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134136","20.2.6.2","","F","","","1"
"2020","Edmonton, Alberta","2016S0503835","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134136","20.2.6.2","3.2","E","","","1"
"2021","Edmonton, Alberta","2016S0503835","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134136","20.2.6.2","","F","","","1"
"2015","Edmonton, Alberta","2016S0503835","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134139","20.3.6.2","7.6","E","","","1"
"2016","Edmonton, Alberta","2016S0503835","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134139","20.3.6.2","9.7","D","","","1"
"2017","Edmonton, Alberta","2016S0503835","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134139","20.3.6.2","11.1","D","","","1"
"2018","Edmonton, Alberta","2016S0503835","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134139","20.3.6.2","8.3","D","","","1"
"2019","Edmonton, Alberta","2016S0503835","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134139","20.3.6.2","10.8","E","","","1"
"2020","Edmonton, Alberta","2016S0503835","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134139","20.3.6.2","6.0","E","","","1"
"2021","Edmonton, Alberta","2016S0503835","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134139","20.3.6.2","7.5","D","","","1"
"2015","Edmonton, Alberta","2016S0503835","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134142","20.4.6.2","","F","","","1"
"2016","Edmonton, Alberta","2016S0503835","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134142","20.4.6.2","","F","","","1"
"2017","Edmonton, Alberta","2016S0503835","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134142","20.4.6.2","4.4","E","","","1"
"2018","Edmonton, Alberta","2016S0503835","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134142","20.4.6.2","","F","","","1"
"2019","Edmonton, Alberta","2016S0503835","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134142","20.4.6.2","","F","","","1"
"2020","Edmonton, Alberta","2016S0503835","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134142","20.4.6.2","4.1","E","","","1"
"2021","Edmonton, Alberta","2016S0503835","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134142","20.4.6.2","5.2","E","","","1"
"2015","Edmonton, Alberta","2016S0503835","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134169","20.13.6.2","5.7","E","","","1"
"2016","Edmonton, Alberta","2016S0503835","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134169","20.13.6.2","6.4","E","","","1"
"2017","Edmonton, Alberta","2016S0503835","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134169","20.13.6.2","6.4","E","","","1"
"2018","Edmonton, Alberta","2016S0503835","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134169","20.13.6.2","4.1","E","","","1"
"2019","Edmonton, Alberta","2016S0503835","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134169","20.13.6.2","6.4","E","","","1"
"2020","Edmonton, Alberta","2016S0503835","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134169","20.13.6.2","3.1","E","","","1"
"2021","Edmonton, Alberta","2016S0503835","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134169","20.13.6.2","4.3","E","","","1"
"2015","Edmonton, Alberta","2016S0503835","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134178","20.16.6.2","","F","","","1"
"2016","Edmonton, Alberta","2016S0503835","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134178","20.16.6.2","","F","","","1"
"2017","Edmonton, Alberta","2016S0503835","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134178","20.16.6.2","","F","","","1"
"2018","Edmonton, Alberta","2016S0503835","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134178","20.16.6.2","","F","","","1"
"2019","Edmonton, Alberta","2016S0503835","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134178","20.16.6.2","","F","","","1"
"2020","Edmonton, Alberta","2016S0503835","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134178","20.16.6.2","","F","","","1"
"2021","Edmonton, Alberta","2016S0503835","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134178","20.16.6.2","","F","","","1"
"2015","Edmonton, Alberta","2016S0503835","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134187","20.19.6.2","9.9","E","","","1"
"2016","Edmonton, Alberta","2016S0503835","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134187","20.19.6.2","8.0","E","","","1"
"2017","Edmonton, Alberta","2016S0503835","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134187","20.19.6.2","8.3","E","","","1"
"2018","Edmonton, Alberta","2016S0503835","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134187","20.19.6.2","6.3","E","","","1"
"2019","Edmonton, Alberta","2016S0503835","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134187","20.19.6.2","","F","","","1"
"2020","Edmonton, Alberta","2016S0503835","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134187","20.19.6.2","3.1","E","","","1"
"2021","Edmonton, Alberta","2016S0503835","Persons under 18 years in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134187","20.19.6.2","","F","","","1"
"2015","Edmonton, Alberta","2016S0503835","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134190","20.20.6.2","","F","","","1"
"2016","Edmonton, Alberta","2016S0503835","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134190","20.20.6.2","7.6","E","","","1"
"2017","Edmonton, Alberta","2016S0503835","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134190","20.20.6.2","","F","","","1"
"2018","Edmonton, Alberta","2016S0503835","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134190","20.20.6.2","4.2","E","","","1"
"2019","Edmonton, Alberta","2016S0503835","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134190","20.20.6.2","","F","","","1"
"2020","Edmonton, Alberta","2016S0503835","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134190","20.20.6.2","","F","","","1"
"2021","Edmonton, Alberta","2016S0503835","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134190","20.20.6.2","","F","","","1"
"2015","Edmonton, Alberta","2016S0503835","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134193","20.21.6.2","50.7","E","","","1"
"2016","Edmonton, Alberta","2016S0503835","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134193","20.21.6.2","","F","","","1"
"2017","Edmonton, Alberta","2016S0503835","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134193","20.21.6.2","","F","","","1"
"2018","Edmonton, Alberta","2016S0503835","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134193","20.21.6.2","35.8","E","","","1"
"2019","Edmonton, Alberta","2016S0503835","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134193","20.21.6.2","43.2","E","","","1"
"2020","Edmonton, Alberta","2016S0503835","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134193","20.21.6.2","","F","","","1"
"2021","Edmonton, Alberta","2016S0503835","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134193","20.21.6.2","","F","","","1"
"2015","Edmonton, Alberta","2016S0503835","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134208","20.26.6.2","18.8","E","","","1"
"2016","Edmonton, Alberta","2016S0503835","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134208","20.26.6.2","25.3","E","","","1"
"2017","Edmonton, Alberta","2016S0503835","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134208","20.26.6.2","27.1","E","","","1"
"2018","Edmonton, Alberta","2016S0503835","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134208","20.26.6.2","25.6","D","","","1"
"2019","Edmonton, Alberta","2016S0503835","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134208","20.26.6.2","31.5","D","","","1"
"2020","Edmonton, Alberta","2016S0503835","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134208","20.26.6.2","20.1","D","","","1"
"2021","Edmonton, Alberta","2016S0503835","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134208","20.26.6.2","23.2","D","","","1"
"2015","Edmonton, Alberta","2016S0503835","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134217","20.29.6.2","","F","","","1"
"2016","Edmonton, Alberta","2016S0503835","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134217","20.29.6.2","","F","","","1"
"2017","Edmonton, Alberta","2016S0503835","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134217","20.29.6.2","","F","","","1"
"2018","Edmonton, Alberta","2016S0503835","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206134217","20.29.6.2","","F","","","1"
